TRIFID,FACILITY,LATITUDE,LONGITUDE,STATEGEOID,FACILITY_NAME,STREET,CITY,COUNTYGEOID,STUSPS,ZIP_CODE,FAC_CLOSED_IND,ASGN_FEDERAL_IND,BIA_CODE,EPA_REGISTRY_ID,ESTIMATE
6012WTWNRT121SA,"ITW NA METAL FASTENERS 1201 SAINT CHARLES ROAD, ELGIN, IL, 60120",,,17,ITW NA METAL FASTENERS,1201 SAINT CHARLES ROAD,ELGIN,17089,IL,60120,0,C,,110070069966,True
60473PRSCT27EIG,"PRESCOTT CO 27 8TH ST, SOUTH HOLLAND, IL, 60473",,,17,PRESCOTT CO,27 8TH ST,SOUTH HOLLAND,17031,IL,60473,0,C,,,True
6154WRNKCN1275S,"ROANOKE CONCRETE PRODUCTS CO - EAST PEORIA 1275 SPRING BAY RD, EAST PEORIA, IL, 61611",,,17,ROANOKE CONCRETE PRODUCTS CO - EAST PEORIA,1275 SPRING BAY RD,EAST PEORIA,17203,IL,61611,0,C,,110007059887,True
6155WRNKCN1391L,"ROANOKE CONCRETE PRODUCTS CO - MOSSVILLE 13910 OLD GALENA RD, MOSSVILLE, IL, 61552",,,17,ROANOKE CONCRETE PRODUCTS CO - MOSSVILLE,13910 OLD GALENA RD,MOSSVILLE,17143,IL,61552,0,C,,110055498803,True
6155WRNKCN1675S,"ROANOKE CONCRETE PRODUCTS CO - PEKIN 1675 SOUTH 2ND ST, PEKIN, IL, 61554",,,17,ROANOKE CONCRETE PRODUCTS CO - PEKIN,1675 SOUTH 2ND ST,PEKIN,17179,IL,61554,0,C,,110028923100,True
6156WRNKCN11CNC,"ROANOKE CONCRETE PRODUCTS CO - ROANOKE 101 CONCRETE DRIVE, ROANOKE, IL, 61561",,,17,ROANOKE CONCRETE PRODUCTS CO - ROANOKE,101 CONCRETE DRIVE,ROANOKE,17203,IL,61561,0,C,,110001815929,True
6170WRNKCN2152T,"ROANOKE CONCRETE PRODUCTS CO-BLOOMINGTON 2152 TRI LAKES RD, BLOOMINGTON, IL, 61702",,,17,ROANOKE CONCRETE PRODUCTS CO-BLOOMINGTON,2152 TRI LAKES RD,BLOOMINGTON,17113,IL,61702,0,C,,110038603945,True
61801HRRYG201CO,"HARRY GILL/PACER CO 201 COURTESY RD, URBANA, IL, 61801",,,17,HARRY GILL/PACER CO,201 COURTESY RD,URBANA,17019,IL,61801,0,C,,,True
62844SPRTNWSPRI,"SPARTON ENGINEERED PRODUCTS W SPRING ST, GRAYVILLE, IL, 62844",,,17,SPARTON ENGINEERED PRODUCTS,W SPRING ST,GRAYVILLE,17047,IL,62844,0,C,,,True
