TRIFID,FACILITY,LATITUDE,LONGITUDE,STATEGEOID,FACILITY_NAME,STREET,CITY,COUNTYGEOID,STUSPS,ZIP_CODE,FAC_CLOSED_IND,ASGN_FEDERAL_IND,BIA_CODE,EPA_REGISTRY_ID,ESTIMATE
8903WFRSTN4272C,"FIRESTONE BUILDING PRODUCTS 4272 CORPORATE CENTER DRIVE, NORTH LAS VEGAS, NV, 89030",,,32,FIRESTONE BUILDING PRODUCTS,4272 CORPORATE CENTER DRIVE,NORTH LAS VEGAS,32003,NV,89030,0,C,,110039498834,True
8940WDCNCR2RICC,"3D CONCRETE LLC 20 RICCI ROAD, DAYTON, NV, 89403",,,32,3D CONCRETE LLC,20 RICCI ROAD,DAYTON,32019,NV,89403,0,C,,,True
8943WDCNCR6S21S,"3D CONCRETE 600 S 21ST ST, SPARKS, NV, 89431",,,32,3D CONCRETE,600 S 21ST ST,SPARKS,32031,NV,89431,0,C,,,True
