TRIFID,FACILITY,LATITUDE,LONGITUDE,STATEGEOID,FACILITY_NAME,STREET,CITY,COUNTYGEOID,STUSPS,ZIP_CODE,FAC_CLOSED_IND,ASGN_FEDERAL_IND,BIA_CODE,EPA_REGISTRY_ID,ESTIMATE
21237CPTLW12056,"CAPITOL WIRE & FENCE CO INC 1205 68TH ST, BALTIMORE, MD, 21237",,,24,CAPITOL WIRE & FENCE CO INC,1205 68TH ST,BALTIMORE,24005,MD,21237,0,C,,,True
21740CNTRL100CH,"CENTRAL COCA COLA 100 CHARLES ST, HAGERSTOWN, MD, 21740",,,24,CENTRAL COCA COLA,100 CHARLES ST,HAGERSTOWN,24043,MD,21740,0,C,,,True
